"","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"752","JAE PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","JP",2,"ADHESIVE",622118,40,15552.95,"Japan"
"753","HAAS GROUP INTERNATIONAL PHILIPPINE","CYTEC ENGINEERING MATERIALS","US",2,"SEAL",570620,24,23775.8333333333,"United States"
"754","ON SEMICONDUCTOR PHILIPPINES INC.","SUMITOMO BAKELITE SINGAPORE","SG",2,"OTHERS",5435859,298,18241.1375838926,"Singapore"
"755","ALLEGRO MICROSYSTEMS PHILIPPINES","SUMITOMO BAKELITE SINGAPORE PTE LTD","SG",2,"OTHERS",967340,52,18602.6923076923,"Singapore"
"756","MSPECIALTY PRINTING PHILIPPINES INC","MSP INC","JP",2,"OTHERS",527558,104,5072.67307692308,"Japan"
"757","TI (PHILIPPINES) INC.","DOW CORNING TORAY CO LTD","JP",2,"OTHERS",289466,49,5907.4693877551,"Japan"
"758","AMERTRON INCORPORATED","KYOEI DENKI (S) PTE LTD.","SG",2,"OTHERS",1213228,272,4460.39705882353,"Singapore"
"759","WU KONG SINGAPORE PTE. LTD. PHIL.","WEMATEC E.U","AT",2,"DUPLOCOLL",394976,205,1926.71219512195,"Austria"
"760","WYNTRON INC.","DYMAX ASIA PACIFIC PTE LTD","SG",2,"ADHESIVE",647003,225,2875.56888888889,"Singapore"
"761","WILLS INTERNATIONAL SALES CORP.","NOVOZYMES AS","DK",2,"ENZYME",948091,600,1580.15166666667,"Denmark"
"762","FABCON PHILS. INC.","CATALYSTS BIOTECHNOLOGIES PVT","IN",2,"OTHERS",3408181,1320,2581.9553030303,"India"
"763","EATON INDUSTRIES PHILIPPINES LLC P","EPOXYSET INC","US",2,"ADHESIVE",5409531,1164,4647.36340206186,"United States"
"764","CHIYODA PHILIPPINES MANUFACTURING","CHIYODA MANUFACTURING CORP","JP",2,"OTHERS",608166,366,1661.65573770492,"Japan"
"765","B/E AEROSPACE B.V. - (PHIL BRANCH)","MANKIEWICZ GEBR AND CO","DE",2,"OTHERS",2004308,2791,718.132568971695,"Germany"
"766","HILTI PHILIPPINES INC.","HILTI AKTIENGESELLSCHAFT","CH",2,"OTHERS",3014892,2508,1202.11004784689,"Switzerland"
"767","N.T. PHILIPPINES INC.","TAIFLEX SCIENTIFIC CO. LTD.","TW",2,"OTHERS",2582500,760,3398.02631578947,"Taiwan"
"768","HYSONIC PHILIPPINES INC","RBK EMD CO., LTD","KR",2,"GLUE",6209682,552,11249.4239130435,"South Korea"
"769","SIIX LOGISTICS PHILS. INC.","SIIX SINGAPORE PTE LTD","SG",2,"GLUE",6186885,739,8371.96887686062,"Singapore"
"770","MAXTRONIX LAGUNA INC","DYMAX ASIA PACIFIC PTE LTD","US",2,"GLUE",532861,19,28045.3157894737,"United States"
"771","HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY CHAIN B.V","NL",2,"OTHERS",1120608,144,7782,"Netherlands"
"772","KINPO ELECTRONICS (PHILIPPINES) INC","INTAG INDUSTRIAL SUPPLIERS SDN BHD","MY",2,"OTHERS",571063,1,571063,"Malaysia"
"773","INTEGRATED MICRO-ELECTRONICS INC.","HENKEL ELECTRONIC MATERIALS LLC","US",2,"LOCTITE",903307,37,24413.7027027027,"United States"
"774","TEMIC AUTOMOTIVE (PHILS.) INC.","HENKEL ELECTRONIC  MATERIALS LLC","US",2,"LOCTITE",866986,166,5222.80722891566,"United States"
"775","INTEGRATED MICRO-ELECTRONICS INC.","HENKEL LOCTITE","CN",2,"LOCTITE",864582,163,5304.18404907975,"China"
"776","TONG HSING ELECTRONICS PHILS. INC.","HENKEL ELECTRONICS SEMICONDUCTOR MA","US",2,"LOCTITE",633820,29,21855.8620689655,"United States"
"777","ALLEGRO MICROSYSTEMS PHILIPPINES","HENKEL ELECTRONIC MATERIAL LLC","US",2,"OTHERS",2621271,273,9601.72527472528,"United States"
"778","AMPLEON PHILIPPINES INC","HENKEL ELECTRONIC MATERIALS","US",2,"OTHERS",430679,22,19576.3181818182,"United States"
"779","AMERTRON INCORPORATED","MATERIAL TECHNOLOGY PTE LTD.","SG",2,"OTHERS",1848994,60,30816.5666666667,"Singapore"
"780","AMERTRON INCORPORATED","HENKEL ELECTRONIC MATERIAL LLC","US",2,"OTHERS",514283,35,14693.8,"United States"
"781","VISHAY (PHILS.) INC.","ABLESTIK (SHAGHAI) LTD.","CN",2,"OTHERS",3011483,925,3255.6572972973,"China"
"782","ANALOG DEVICES PHILIPPINES INC","HENKEL ELECTRONIC MATERIALS","US",2,"ADHESIVE",1798883,43,41834.488372093,"United States"
"783","ANALOG DEVICES PHILIPPINES INC","ABLESTIK SHANGHAI LTD","CN",2,"EPOXY",710348,32,22198.375,"China"
"784","ALLEGRO MICROSYSTEMS PHILIPPINES","HENKEL TECHNOLOGIES KOREA LIMITED","KR",2,"OTHERS",3790658,363,10442.5840220386,"South Korea"
"785","HYS-YACHT PHILS. LTD.CO.INC.","TEAKDECKING SYSTEMS INC.","US",2,"GLUE",349241,323,1081.24148606811,"United States"
"786","AMERTRON INC.","SOL EPOXY INC.,","US",2,"ADHESIVE",1723563,590,2921.29322033898,"United States"
"787","SMK ELECTRONICS PHILS CORP","LG CHEM LTD","KR",2,"ADHESIVE",1186079,553,2144.80831826401,"South Korea"
"788","N.T. PHILIPPINES INC.","MULTEK, INC.","US",2,"OTHERS",715032,386,1852.41450777202,"United States"
"789","GBPLEN CORPORATION","KOLEN CO., LTD,","KR",2,"OTHERS",803760,36,22326.6666666667,"South Korea"
"790","FUTABA CORPORATION OF THE PHIL","FUTABA CORPORATION","JP",2,"POLARIZER",17006653,930,18286.723655914,"Japan"
"791","FUTABA CORPORATION OF THE PHIL","FUTABA CORPORATION","JP",2,"OTHERS",3368739,221,15243.1628959276,"Japan"
"792","MAXTRONIX INC.","DYMAX ASIA PACIFIC PTE. LTD","SG",2,"GLUE",328688,33,9960.24242424242,"Singapore"
"793","SONION PHILIPPINES INC.","SYNTHRON","FR",2,"OTHERS",323270,1,323270,"France"
"794","N.T. PHILIPPINES INC.","MULTEK FLEXIBLE CIRCUITS INC","US",2,"OTHERS",612116,155,3949.13548387097,"United States"
"795","SANYO DENKI PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","JP",2,"SEAL",349747,88,3974.39772727273,"Japan"
"796","SANYO DENKI PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","SG",2,"SEAL",285545,56,5099.01785714286,"Singapore"
"797","UNIVATION MOTOR PHILIPPINES INC","NISSAN TRADING (TRADING) CO LTD","TH",2,"SEAL",857718,1420,604.02676056338,"Thailand"
"798","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","NIHON SANGYO CO LTD","JP",2,"SEAL",824373,2110,390.698104265403,"Japan"
"799","APM TECHNICA AG","MOMENTIVE PERFORMANCE MATERIAL","JP",2,"ADHESIVE",1006008,745,1350.34630872483,"Japan"
"800","APM TECHNICA AG","MOMENTIVE PERFORMANCE MATERIAL","US",2,"ADHESIVE",509028,436,1167.49541284404,"United States"
"801","AMERTRON INCORPORATED","SUMITOMO METAL MINING CO LTD.","JP",2,"EPOXY",1298217,161,8063.45962732919,"Japan"
"802","TI (PHILIPPINES) INC.","M K ELECTRON CO LTD","KR",2,"OTHERS",3130455,1048,2987.07538167939,"South Korea"
"803","ALLEGRO MICROSYSTEMS PHILIPPINES","INDIUM CORPORATION OF AMERICA","SG",2,"OTHERS",676698,89,7603.34831460674,"Singapore"
"804","TANN PHILIPPINES INC.","TANNPAPIER GMBH","AT",2,"SWEETENER",3460309,193,17929.0621761658,"Austria"
"805","N.T. PHILIPPINES INC.","MULTEK FLEXIBLE CIRCUITS INC","US",2,"TAPE",1377744,311,4430.04501607717,"United States"
"806","AMERICAN POWER CONVERSION CORPORATI","GSI ELECTRONIC PTE LTD","SG",2,"TAPE",1178990,124,9507.98387096774,"Singapore"
"807","INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND SINGAPORE PTE LTD","SG",2,"OTHERS",843913,188,4488.89893617021,"Singapore"
"808","INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING (THAILAND)","TH",2,"OTHERS",2516009,906,2777.05187637969,"Thailand"
"809","TOSHIBA INFORMATION EQUIPMENT (PHIL","THREE BOND SINGAPORE PTE LTD","SG",2,"OTHERS",1153670,44,26219.7727272727,"Singapore"
"810","CHOOSEYOURSHOES PHILIPPINES(CYS-PH)","RENIA-GESELLSCHAFT MBH","DE",2,"ADHESIVE",319685,542,589.824723247232,"Germany"
"811","TI (PHILIPPINES) INC.","LINTEC CORPORATION","JP",2,"TAPE",14966151,1990,7520.67889447236,"Japan"
"812","DECA TECHNOLOGIES INC.(PHIL BRANCH)","LINTEC CORP","JP",2,"TAPE",489780,112,4373.03571428571,"Japan"
"813","TI (PHILIPPINES) INC.","FURUKAWA ELECTRIC CO., LTD","JP",2,"TAPE",5399673,1423,3794.56992269852,"Japan"
"814","TI (PHILIPPINES) INC.","FURUKAWA ELECTRIC CO LTD.","JP",2,"TAPE",1217549,283,4302.29328621908,"Japan"
"815","PROMAX INTERNATIONAL","AB ENZYMES GMBH","SG",2,"OTHERS",539808,100,5398.08,"Singapore"
"816","UNIVERSAL ROBINA CORPORATION","KERRY EMEA","NL",2,"VERSA WHIP",2079813,1320,1575.61590909091,"Netherlands"
"817","NESTLE PHILIPPINES INC.","EPI INGREDIENTS","FR",2,"CASEINATE",9837580,25000,393.5032,"France"
"818","MAGNOLIA INC.","FONTERRA LIMITED","NZ",2,"OTHERS",25098075,82775,303.208396254908,"New Zealand"
"819","NIPPON PAINT PHILIPPINES INC","NIPPON PAINT THAILAND CO LTD","TH",2,"PUTTY",467989,3109,150.527179157285,"Thailand"
"820","NIPPON PAINT COATINGS PHILIPPINES","SUZUKACOAT (M) SDN BHD","MY",2,"OTHERS",467056,19800,23.5886868686869,"Malaysia"
"821","TFE SALES MARKETING CORPORATION","MOMENTIVE PERFORMANCE MATERIALS","TH",2,"ADHESIVE",1109798,28800,38.5346527777778,"Thailand"
"822","MEHITABEL INC.","AKZO NOBEL ADHESIVES PTE.LTD.","SG",2,"ADHESIVE",423237,1875,225.7264,"Singapore"
"823","TSUNEISHI ACCOMMODATION CEBU INC.","TSUNEISHI TRADING CO.,LTD","JP",2,"OTHERS",6347167,38086,166.653547235205,"Japan"
"824","MANDAUE FOAM INDUSTRIES INC","DANSOON CHEMICALS SDN BHD","MY",2,"ADHESIVE",1848019,17600,105.001079545455,"Malaysia"
"825","FIRST CEBU ARTCRAFT CORP","MARUYOSHI CORPORATION","JP",2,"GELATIN",557559,940,593.147872340426,"Japan"
"826","ANGEL & LUIS STAR TRADE INC.","YIWU MEIHU IMPORT & EXPORT CO., LTD","CN",2,"GLUE",743874,12068,61.6402055021545,"China"
"827","BERBENWOOD INDUSTRIES INC.","AKZO NOBEL COATING VIETNAM LIMITED","SG",2,"OTHERS",660566,3085,214.12188006483,"Singapore"
"828","MATERIALS SOLUTIONS  INC.","PT. AICA INDRIA","ID",2,"ADHESIVE",1634417,16400,99.6595731707317,"Indonesia"
"829","YAMASHIN CEBU FILTER MFG. CORP.","YUNTEH INDUSTRIAL CO., LTD","TW",2,"OTHERS",2586328,12000,215.527333333333,"Taiwan"
"830","SUN-ACE TRADE AND COMMODITIES INC.","PAN KOREA CORPORATION","KR",2,"MODIFIED STARCH",1434748,90000,15.9416444444444,"South Korea"
"831","INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL THAILA","TH",2,"MODIFIED STARCH",1349098,36000,37.4749444444444,"Thailand"
"832","OUROKU CORPORATION","GAIN CORPORATION","JP",2,"OTHERS",9686556,39584,244.708872271625,"Japan"
"833","MATERIALS SOLUTIONS  INC.","PARAMELT SPECIALTY MATERIALS (SUZHO","CN",2,"ADHESIVE",1133769,10000,113.3769,"China"
"834","TREASURE ISLAND INDUSTRIAL CORP.","RICH SOURCE LIMITED","TW",2,"ADHESIVE",1929384,17280,111.654166666667,"Taiwan"
"835","TMX PHILIPPINES INC.","MOMENTIVE PERFORMANCE MATERIALS HON","US",2,"OTHERS",689485,420,1641.63095238095,"United States"
"836","TFE SALES MARKETING CORPORATION","WACKER CHEMICALS KOREA INC.","KR",2,"SEAL",534164,13600,39.2767647058823,"South Korea"
"837","CONCRETE SOLUTION BUILDERS AND","CONREN LIMITED","GB",2,"OTHERS",1102442,15398,71.5964410962463,"United Kingdom"
"838","CEBU MITSUMI INC.","OHMIYA CORPORATION","JP",2,"OTHERS",317897,932,341.091201716738,"Japan"
"839","CEBU MITSUMI INC.","MITSUMI ELECTRIC CO.,LTD.","JP",2,"OTHERS",2927994,45,65066.5333333333,"Japan"
"840","ASYA GLASS PHILIPPINES INC.","GUANGDONG OLIVIA CHEMICAL INDUSTRY","CN",2,"SEAL",3280208,16644,197.08050949291,"China"
"841","DAVAO CITIHARDWARE INC","NAN PAO RESINS CHEMICAL CO.,LTD","TW",2,"GLUE",951483,7950,119.683396226415,"Taiwan"
"842","GHINRAQS ENTERPRISES","XIAMEN XINYUTAI IMPORT AND EXPORT C","CN",2,"GLUE",865603,11090,78.0525698827773,"China"
"843","NAKAYAMA TECHNOLOGY CORPORATION","NAKAYAMA CO., LTD.","JP",2,"ADHESIVE",300841,1125,267.414222222222,"Japan"
"844","MINDANAO CORRUGATED FIBREBOARD INC","JASOL ASIA PACIFIC LIMITED","TH",2,"MODIFIED STARCH",2409162,22340,107.840734109221,"Thailand"
"845","ANG PANDAY CONSTRUCTION SUPPLIES","JIANGSU ZHAOJIA MATERIALS TECHNOLOG","CN",2,"OTHERS",1129608,12000,94.134,"China"
"846","NUTRI-ASIA INC.","TATE AND LYLE NETHERLANDS B.V.","NL",2,"MODIFIED STARCH",3805687,39500,96.3465063291139,"Netherlands"
"847","MINTRADE CORPORATION","GLOBECHEM RESOURCES CO., LIMITED","MY",2,"GLUE",7450287,469990,15.8520117449307,"Malaysia"
"848","MATERIALS SOLUTIONS  INC.","PT.AICA INDRIA","ID",2,"OTHERS",2325902,31980,72.7298936835522,"Indonesia"
"849","DOLE PHILIPPINES INC","CHUEN HUAH CHEMICAL CO., LTD/","TW",2,"OTHERS",1374694,19044,72.1851501785339,"Taiwan"
"850","HIZON LABORATORIES INC","GELTECH CO., LTD","KR",2,"GELATIN",392642,1000,392.642,"South Korea"
"851","WALL VISION CORPORATION","MOMENTIVE PERFORMANCE MATERIAL","TH",2,"SEAL",2350993,7809,301.061979766936,"Thailand"
"852","TURRIS PHIL. INC.","SOLBAR NINGBO PROTEIN","CN",2,"PROTEIN",2847118,25000,113.88472,"China"
"853","EASY BIO PHILIPPINES INC.","EASY BIO INC","KR",2,"OTHERS",1860390,14000,132.885,"South Korea"
"854","SCUDERIA ENTERPRISES","DOW CORNING KOREA LTD","KR",2,"SEAL",890913,16520,53.9293583535109,"South Korea"
"855","RED SPRUCE TRADING","FLOWCRETE ASIA SDN BHD","MY",2,"OTHERS",1487028,13895,107.018927671824,"Malaysia"
"856","SIKA PHILIPPINES INC.","SIKA (CHINA) LTD.,","CN",2,"OTHERS",2339419,15533,150.609605356338,"China"
"857","TYK CONVERTECH INC.","SUMEI CHEMICAL CO LTD","TW",2,"ADHESIVE",1186920,14160,83.8220338983051,"Taiwan"
"858","CONCORD SCIENTIFIC & CHEMICAL CORP","TAPIOCA DEVELOPMENT CORP. LTD.","TH",2,"MODIFIED STARCH",940903,20000,47.04515,"Thailand"
"859","FEDCHEM MANUFACTURING & DISTRIBUTIO","APPLIED DB PUBLIC COMPANY LTD","TH",2,"ADHESIVE",658235,14751,44.6230764015999,"Thailand"
"860","DEL MONTE PHILS INC. / PHILPACK","TATE & LYLE INGREDIENTS AMERIC","US",2,"OTHERS",1502799,19278,77.9540927482104,"United States"
"861","FIBERWORLD INC.","RUGAO JAOUR ADHESIVE PRODUCT","CN",2,"ADHESIVE",5375618,50000,107.51236,"China"
"862","TURRIS PHIL. INC.","KINRY FOOD INGREDIENTS CO., LTD.","CN",2,"OTHERS",3936774,8000,492.09675,"China"
"863","TURRIS PHIL. INC.","TATE AND LYLE INGREDIENTS","US",2,"STARCH",3512500,47628,73.7486352565718,"United States"
"864","CORE-ASIA PAPER PRODUCTS CENTER","QINGDAO QIANHUA IMPORT AND","CN",2,"ADHESIVE",905098,42000,21.5499523809524,"China"
"865","AP MAGNA CHEM DISTRIBUTION CORP.","THANH VU JOINT STOCK COMPANY","VN",2,"MODIFIED STARCH",1809869,54000,33.5160925925926,"Vietnam"
"866","DEL MONTE PHILS INC. / PHILPACK","GENERAL STARCH LIMITED","TH",2,"MODIFIED STARCH",3100473,76000,40.7956973684211,"Thailand"
"867","DEL MONTE PHILS INC. / PHILPACK","CARGILL BIO CHEMICAL CO LTD","CN",2,"OTHERS",3770511,79775,47.2643183954873,"China"
"868","ALUACE CORPORATION","SHANGHAI JOYFLY IMP & EXP.  CO., LT","CN",2,"SEAL",2883879,7200,400.53875,"China"
"869","ALUACE CORPORATION","SHANGHAI JOYFLY IMP & EXP. CO., LTD","CN",2,"SEAL",5994892,15600,384.287948717949,"China"
"870","REPUBLIC CHEMICAL INDUSTRIES INC.","MOHM CHEMICAL SDN BHD","MY",2,"SEAL",3258709,14760,220.779742547425,"Malaysia"
"871","GILVAN PACKAGING CORPORATION","NANTONG COMENS NEW MATERIALS","CN",2,"ADHESIVE",2112096,32000,66.003,"China"
"872","GILVAN PACKAGING CORPORATION","ROHM AND HAAS SINGAPORE PTE","SG",2,"ADHESIVE",1943488,28850,67.3652686308492,"Singapore"
"873","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES COMPANY LTD","CN",2,"ADHESIVE",956206,8040,118.931094527363,"China"
"874","FASTWORTH MARKETING","SUNG DO CHEMICAL CO., LTD","KR",2,"ADHESIVE",1328902,31614,42.0352375529829,"South Korea"
"875","ADT ADTECH PROTECTIVE FILM PHILS","ADTECH TRADING CO LTD","KR",2,"ADHESIVE",308568,2000,154.284,"South Korea"
"876","NAN PAO RESINS CHEMICAL PHILIPPINES","EASTLION ENTERPRISES LTD","CN",2,"ADHESIVE",4933954,41280,119.524079457364,"China"
"877","GILVAN PACKAGING CORPORATION","ROHM AND HAAS SINGAPORE (PTE)","SG",2,"ADHESIVE",1065140,15000,71.0093333333333,"Singapore"
"878","REPUBLIC CHEMICAL INDUSTRIES INC.","TONG SHEN INTERNATIONAL CO LTD","CN",2,"ADHESIVE",1171736,2400,488.223333333333,"China"
"879","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",2,"ADHESIVE",538389,5777,93.1952570538342,"China"
"880","JOEDIVIA TRADING","WANHUA CHEMICAL (NINGBO) TRADING CO","CN",2,"ADHESIVE",2740657,49780,55.0553836882282,"China"
"881","INNOVATRADE INGREDIENTS CORPORATION","GF OVORDY S.P.A.","IT",2,"OTHERS",12078103,25500,473.651098039216,"Italy"
"882","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",2,"OTHERS",282522,3013,93.7676734152008,"China"
"883","ATLANTA  INDUSTRIES INC","TAIZHOU G-GOOD ADHESIVES CO LT","CN",2,"OTHERS",1635106,20782,78.6789529400443,"China"
"884","ATLANTA  INDUSTRIES INC","HP INTERNATIONAL","IN",2,"OTHERS",750927,9275,80.9624797843666,"India"
"885","COLUMBIA INTL FOOD PRODUCTS INC","GELNEX INDUSTRIA E COMERCIO","BR",2,"GELATIN",7010043,25000,280.40172,"Brazil"
"886","DYLAN-J TRADING","ELITE BASE (CHINA) LIMITED","CN",2,"OTHERS",415549,3150,131.920317460317,"China"
"887","FD COIL PHILIPPINES INC.","FURUKAWA DENSHI CO., LTD.","JP",2,"OTHERS",856069,160,5350.43125,"Japan"
"888","GREAT EASTERN RESINS PHILS INDL CO.","GREAT EASTERN RESINS INDUSTRIAL CO.","TW",2,"OTHERS",1413021,960,1471.896875,"Taiwan"
"889","PHILCHEMA INC","INDUSTRIAL TECNICA PECURIA S.A","ES",2,"OTHERS",8494813,22000,386.127863636364,"Spain"
"890","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",2,"SEAL",12119123,33568,361.032024547188,"Japan"
"891","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",2,"OTHERS",8676408,31920,271.817293233083,"Japan"
"892","SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",2,"OTHERS",742331,2305,322.052494577006,"Japan"
"893","CORNELL INGREDIENTS CORPORATION","ROQUETTE ITALIA SPA","IT",2,"MODIFIED STARCH",8055540,169000,47.6659171597633,"Italy"
"894","GREAT EASTERN RESINS PHILS INDL CO.","CARTELL CHEMICAL CO.,LTD.","TW",2,"ADHESIVE",3717587,3651,1018.23801698165,"Taiwan"
"895","REPUBLIC CHEMICAL INDUSTRIES INC.","KOATSU GAS KOGYO CO LTD","JP",2,"ADHESIVE",2828767,1800,1571.53722222222,"Japan"
"896","COLUMBIA INTL FOOD PRODUCTS INC","GELITA AUSTRALIA PTY LTD.","AU",2,"GELATIN",5833481,20000,291.67405,"Australia"
"897","EASY BIO PHILIPPINES INC.","EASY BIO. INC","KR",2,"OTHERS",935351,8000,116.918875,"South Korea"
"898","BRIGHT GOAL TRADING","ADITYA BIRLA CHEMICAL (THAILAND) LT","TH",2,"EPOXY",715613,18800,38.0645212765957,"Thailand"
"899","SAMSUNG ELECTRO-MECHANICS","SAMSUNG SDI CO., LTD","KR",2,"EPOXY",4459438,5700,782.357543859649,"South Korea"
"900","NELTEX DEVELOPMENT CO. INC","NAN YA PLASTICS CORPORATION","TW",2,"GLUE",4770651,43200,110.431736111111,"Taiwan"
"901","NEW TOUCHSTONE MDSG. ENT. (CEBU) PH","SHENZHEN LUYE EAST INDS CO LTD","CN",2,"SEAL",356374,4072,87.5181728880157,"China"
"902","TIMES TRADING CO INC","NINGBO PASCO UNITED INDS CO LT","CN",2,"GLUE",8300017,68465,121.230073760315,"China"
"903","TIMES TRADING CO INC","NINGBO PASCO UNITED INDS CO","CN",2,"GLUE",2762988,20894,132.238345936633,"China"
"904","HIT INTERNATIONAL PHILS. INC.","QUALIPOY CHEMICAL CORPORATION","TW",2,"GLUE",712734,13556,52.5770138683978,"Taiwan"
"905","SEDANGA ENTERPRISE","LUOHE PINGYUAN BUSINESS SERVIC","CN",2,"GLUE",924927,23513,39.3368349423723,"China"
"906","CROWN SUPPLY CORP","NINGBO DELI IMP&EXP. CO.,LTD","CN",2,"GLUE",1083962,12803,84.6646879637585,"China"
"907","H B FULLER PHILS INC","H B FULLER DEUTSCHLAND PRODUKTIONS","DE",2,"GLUE",2364915,13125,180.184,"Germany"
"908","D'LUXE BAGS PHILIPPINES INC.","LUEN THAI FOOTWEAR MACAU COMM.","HK",2,"GLUE",1963180,3030,647.914191419142,"Hong Kong SAR China"
"909","PV TECH PTE. LTD. PHIL. BR. OFFICE","SHANGHAI HUITIAN NEW MATERIAL","CN",2,"SEAL",415783,2700,153.993703703704,"China"
"910","MDLD INTERCHEMICAL INDUSTRIES INC.","CLEO SINGAPORE PTE LTD.","SG",2,"OTHERS",819830,1020,803.754901960784,"Singapore"
"911","MB TECHNOSOLUTIONS CORPORATION","FLOWCRETE ASIA SDN BHD","MY",2,"OTHERS",554982,3535,156.996322489392,"Malaysia"
"912","PROMESSO BUSINESS SOLUTIONS CORP","QINGDAO CROWN IMP & EXP CORP.LTD","CN",2,"PROTEIN",2981047,22725,131.179185918592,"China"
"913","CONCRETE SOLUTION BUILDERS AND","CONREN LIMITED","GB",2,"LAPIDOLITH",317774,7360,43.1758152173913,"United Kingdom"
"914","K-MORE PHILIPPINES INC.","TEX YEAR INDUSTRIES INC","TW",2,"OTHERS",351244,4500,78.0542222222222,"Taiwan"
"915","NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS CHEMICAL CO LTD","TW",2,"ADHESIVE",2540591,17762,143.035187478888,"Taiwan"
"916","STONEPRO TRADING CORP","POLYTEK DEVELOPMENT CORP","US",2,"OTHERS",1526888,15294,99.8357525827122,"United States"
"917","HENKEL PHILIPPINES INC.","HENKEL LOCTITE (CHINA) CO. LTD","CN",2,"OTHERS",333841,721,463.024965325936,"China"
"918","D'LUXE BAGS PHILIPPINES INC.","DONGGUAN DARONG RESIN CO.,LTD","CN",2,"OTHERS",1254814,6280,199.811146496815,"China"
"919","TERTEX INTERNATIONAL PHILS. INC.","DRIZORO SAU","ES",2,"SEAL",577725,11045,52.3064735174287,"Spain"
"920","CORNELL INGREDIENTS CORPORATION","GENERAL STARCH LIMITED","TH",2,"MODIFIED STARCH",10668024,216500,49.2749376443418,"Thailand"
"921","FORHOUSTON INTERNATIONAL CORP","ROHM AND HAAS PTE LTD","SG",2,"ADHESIVE",836907,24035,34.8203453297275,"Singapore"
"922","CARRINGTON TRADING INC.","BASF SOUTH EAST ASIA PTE. LTD.","DE",2,"ENZYME",8887696,23520,377.878231292517,"Germany"
"923","SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",2,"TAPE",4467266,25572,174.693649303926,"Japan"
"924","VET. ONE INC.","CHINA JIANGSU CHANGZHOU CO LTD","CN",2,"OTHERS",2033662,34000,59.8135882352941,"China"
"925","HERCO TRADING INC","ITW & PP F KOREA LTD.","MY",2,"EPOXY",1026061,8784,116.810223132969,"Malaysia"
"926","HERCO TRADING INC","ITW PP & F KOREA LIMITED","MY",2,"EPOXY",1035775,8784,117.916097449909,"Malaysia"
"927","RC NEW CHEMICAL RESOURCES INC.","KATER IMPORT & EXPORT CO., LTD","CN",2,"SEAL",555012,2074,267.604628736741,"China"
"928","ALLKEY INTERNATIONAL INC.","SAMJI PROTECTIVE TAPE (CHINA)","CN",2,"TAPE",979128,2526,387.619952494062,"China"
"929","TAMSONS ENTERPRISES INC","DGL INTERNATIONAL (MALAYSIA)","MY",2,"OTHERS",904169,5953,151.884596002016,"Malaysia"
"930","GLOBE INTL DISTRIBUTOR CENTER INC","PYE PRODUCTS M SDN BHD","MY",2,"SEAL",1544680,14549,106.17087085023,"Malaysia"
"931","WELLPLASS INTERNATIONAL SALES","QUICSEAL CONSTRUCTION CHEMICAL","SG",2,"SEAL",860704,16531,52.0660577097574,"Singapore"
"932","AP MAGNA CHEM DISTRIBUTION CORP.","JIANGSU ZHAOJIA MATERIALS TECHNOLOG","CN",2,"OTHERS",4595347,52000,88.3720576923077,"China"
"933","GLOBE INTL DISTRIBUTOR CENTER INC","PT ERJE LONDON CHEMICAL","ID",2,"SEAL",1712949,16000,107.0593125,"Indonesia"
"934","GLOBE INTL DISTRIBUTOR CENTER INC","PT ERJE LONDON CHEMICAL","ID",2,"OTHERS",1315154,16768,78.4323711832061,"Indonesia"
"935","GLOBE INTL DISTRIBUTOR CENTER INC","ZEN INTERNATIONAL MARKETING","ID",2,"OTHERS",719115,19440,36.991512345679,"Indonesia"
"936","TIMES TRADING CO INC","JIANGSU XINGDA STATIONERY GROU","CN",2,"GLUE",1164696,6975,166.981505376344,"China"
"937","DUTCH BLUE SEA ENTERPRISES","YIWU JUZHAN IMP & EXP CO., LTD","CN",2,"SEAL",329876,5673,58.1484223514895,"China"
"938","DUTCH BLUE SEA ENTERPRISES","DOW CORNING KOREA LTD","KR",2,"SEAL",4127675,56007,73.6992697341404,"South Korea"
"939","STANZA ALUMINUM AND GLASS","DOW CORNING KOREA LTD","KR",2,"SEAL",6512564,92555,70.3642590891902,"South Korea"
"940","DUTCH BLUE SEA ENTERPRISES","R.J. LONDON CHEMICALS INDUSTRI","TH",2,"SEAL",829127,14627,56.6846926915977,"Thailand"
